title,author,description,short_description,year,cover,original_title,original_isbn,q
Возможная жизнь,Себастьян Фолкс,"Бывает, что человек, с которым никогда не встречался, или место, где никогда не был, странно кажутся нам знакомыми. Умом мы понимаем, что это невозможно. А сердце настаивает на своем...Порой, когда мы почти верим, что наша жизнь не лишена смысла, глупая случайность смешивает карты и обрывает сюжет. А иногда та же случайность заставляет нас ощутить присутствие чуда и осознать свое предназначение.Об этом – новая книга британского писателя Себастьяна Фолкса, автора мирового бестселлера «И пели птицы...». Пять новелл, соединенных в подобие симфонии, повествуют о пяти разных судьбах. Персонажи романа живут в разные эпохи и принадлежат к разным кругам общества. Присоединяясь к бойцам французского Сопротивления, английский филолог Джефф Тальбот не знает, что его ждет ад немецкого концлагеря. Лондонский оборванец Билли попадает в викторианский работный дом, но потом «выбивается в люди». Итальянский невролог Елена Дюранти на исходе XXI века совершает открытие мирового масштаба, доказав, что человеческое «я» имеет физическую природу. Темная крестьянка Жанна из французской деревни и в наполеоновскую эпоху живет в плену средневековых предрассудков. Блистательная Аня Кинг, автор и исполнитель песен в стиле фолк, производит фурор в Америке 1960-х... Но откуда у Елены статуэтка Мадонны, принадлежавшая Жанне? Что это за таинственный источник, из которого Анна черпает свои пронзительные образы? И какими неисповедимыми путями ее возлюбленный, рок-гитарист Джек, оказывается в старом викторианском работном доме?","Бывает, что человек, с которым никогда не встречался, или место, где никогда не был, странно кажутся нам знакомыми. Умом мы понимаем, что это невозможно. А сердце настаивает на своем...Порой, когда мы",2002,https://images.amazon.com/images/P/0440237262.01.LZZZZZZZ.jpg,The Program,0440237262,возможная жизнь себастьян фолкс
"Дэвид Старр, космический рейнджер",Айзек Азимов,"Дэвид «Счастливчик» Старр, самый молодой член Научного Совета – правительства мира будущего, – отправляется с чрезвычайной миссией на Марс. Он должен выяснить причину таинственных смертельных отравлений – ведь это угрожает Земле, полностью зависимой от поставок продовольствия с марсианских ферм.Сумеет ли он раскрыть заговор и заслужить гордое звание Космического Рейнджера?","Дэвид «Счастливчик» Старр, самый молодой член Научного Совета – правительства мира будущего, – отправляется с чрезвычайной миссией на Марс. Он должен выяснить причину таинственных смертельных отравлен",2001,https://images.amazon.com/images/P/0312978367.01.LZZZZZZZ.jpg,The Prometheus Deception,0312978367,дэвид старр космический рейнджер айзек азимов
Ченслер,Жюль Верн,"С рассказом о полном трагических происшествий плавании корабля «Ченслер» познакомятся читатели в романе с одноименным названием. Пожар в трюме, кораблекрушение, дрейф в шторм на плоту — все это пришлось пережить пассажирам и команде злополучного судна.","С рассказом о полном трагических происшествий плавании корабля «Ченслер» познакомятся читатели в романе с одноименным названием. Пожар в трюме, кораблекрушение, дрейф в шторм на плоту — все это пришло",1997,https://images.amazon.com/images/P/0449001164.01.LZZZZZZZ.jpg,The Promise,0449001164,ченслер жюль верн
Целеустремленная церковь,Рик Уоррен,"В книге автор поделится с читателями зарекомендовавшей себя стратегией, которая поможет вашей церкви становиться теплее посредством общения, глубже посредством ученичества, сильнее посредством поклонения, шире посредством служения","В книге автор поделится с читателями зарекомендовавшей себя стратегией, которая поможет вашей церкви становиться теплее посредством общения, глубже посредством ученичества, сильнее посредством поклоне",2002,https://images.amazon.com/images/P/0310205719.01.LZZZZZZZ.jpg,The Purpose-Driven Life: What on Earth Am I Here For?,0310205719,целеустремленная церковь рик уоррен
Золотой дождь,John Grisham,"""Он молод и неопытен -- а против него выставили целую команду акул юридического бизнеса. Он честен и готов рискнуть всем ради правды, а его противники искушены во лжи и готовы пустить в ход против него любые средства -- законные и не очень. Но готовы ли они заставить Руди замолчать навечно?""--","""Он молод и неопытен -- а против него выставили целую команду акул юридического бизнеса. Он честен и готов рискнуть всем ради правды, а его противники искушены во лжи и готовы пустить в ход против нег",1996,https://images.amazon.com/images/P/044022165X.01.LZZZZZZZ.jpg,The Rainmaker,044022165X,золотой дождь john grisham
И это тоже пройдет,Милена Бускетс,"После внезапной смерти матери Бланка погружается в омут скорби и одиночества. По совету друзей она решает сменить обстановку и уехать из Барселоны в Кадакес, идиллический городок на побережье, где находится дом, в котором когда-то жила ее мать. Вместе с Бланкой едут двое ее сыновей, двое бывших мужей и несколько друзей. Кроме того, она собирается встретиться там со своим бывшим любовником... Так начинается ее путешествие в поисках утешения, утраченных надежд, душевных сил, независимости и любви.","После внезапной смерти матери Бланка погружается в омут скорби и одиночества. По совету друзей она решает сменить обстановку и уехать из Барселоны в Кадакес, идиллический городок на побережье, где нах",1997,https://images.amazon.com/images/P/0425162443.01.LZZZZZZZ.jpg,The Rapture of Canaan,0425162443,и это тоже пройдет милена бускетс
Жена авиатора,Мелани Бенджамин,"Большую часть жизни Энн Морроу, жена известного летчика Чарльза Линдберга, провела в тени славы мужа. Она посвятила ему себя, была его вторым пилотом, женой и другом. Их брак был насыщен головокружительными взлетами и разрушительными падениями. Но могла ли Энн подумать, что ее любящий муж, ее опора, отец ее детей, все эти годы вел двойную жизнь?!","Большую часть жизни Энн Морроу, жена известного летчика Чарльза Линдберга, провела в тени славы мужа. Она посвятила ему себя, была его вторым пилотом, женой и другом. Их брак был насыщен головокружите",1998,https://images.amazon.com/images/P/0312195516.01.LZZZZZZZ.jpg,The Red Tent (Bestselling Backlist),0312195516,жена авиатора мелани бенджамин
Меня зовут Шейлок,Говард Джейкобсон,"Где можно встретить шекспировского героя, чтобы поговорить с ним и пригласить к себе домой? Герой романа Саймон Струлович встречает Шейлока из «Венецианского купца» на кладбище. У двух персонажей много общего: оба богаты, у обоих умерли жены, а дочери выказывают излишнюю независимость. Это только начало сложной дружбы.Обладатель Букеровской премии Говард Джейкобсон издевательски передает букву и дух Шекспира – с иронией и остроумием.","Где можно встретить шекспировского героя, чтобы поговорить с ним и пригласить к себе домой? Герой романа Саймон Струлович встречает Шейлока из «Венецианского купца» на кладбище. У двух персонажей мног",1997,https://images.amazon.com/images/P/0312169787.01.LZZZZZZZ.jpg,The Red Tent : A Novel,0312169787,меня зовут шейлок говард джейкобсон
Библиотека на Обугленной горе,Скотт Хокинс,"А вам никогда не хотелось владеть миром? То есть всем миром: людьми, животными, городами и континентами, планетами и звездами?Человек, которого мы привыкли называть Отцом (хотя это не так) собрал нас, дюжину брошенных детей, и каждого наделил знанием, ведущим к могуществу.Так, например, Майкл понимает языки всех животных, рыб и насекомых, какие только водятся на Земле, а Маргарет на короткой ноге со всеми мертвецами, когда-либо отошедшими в мир иной. Я же... что ж, мое умение – самое скромное. Я – неприметный ключик к могуществу среди остальных одиннадцати ключей.Но, сдается мне, пришла пора рискнуть всем и занять место единственной и неповторимой Владычицы Мира.Для этого придется убить Отца и нейтрализовать моих «братьев и сестер». Я смогу. Я справлюсь. Иного выхода у меня просто нет.И если нужно слегка потормошить планету и разнести в клочья Америку – почему нет? Ведь хуже того ада, в котором я сейчас живу, невозможно представить.","А вам никогда не хотелось владеть миром? То есть всем миром: людьми, животными, городами и континентами, планетами и звездами?Человек, которого мы привыкли называть Отцом (хотя это не так) собрал нас,",2000,https://images.amazon.com/images/P/0345440773.01.LZZZZZZZ.jpg,The Redemption of Althalus,0345440773,библиотека на обугленной горе скотт хокинс
Регуляторы,Стивен Кинг,"Прекрасный летний денек в маленьком американском городке, и все идет как всегда, но...Тварь Тьмы, вселившаяся в восьмилетнего мальчика, высасывает из людей силы жизни...Из ниоткуда возникает машина смерти – и воздух взрывается автоматной очередью, выпущенной по детям...В одно мгновение привычный мир рушится и становится реальным все самое страшное – то, что можно представить, и то, что даже невозможно вообразить!","Прекрасный летний денек в маленьком американском городке, и все идет как всегда, но...Тварь Тьмы, вселившаяся в восьмилетнего мальчика, высасывает из людей силы жизни...Из ниоткуда возникает машина см",1996,https://images.amazon.com/images/P/0525941908.01.LZZZZZZZ.jpg,The Regulators,0525941908,регуляторы стивен кинг
Мятеж во времени,Джеймс Дэшнер,"Пятиклассник Дак Смит помешан на загадках истории, а его лучшая подруга Сэра Фрост не может прожить и дня без задачек по физике. Поэтому когда однажды они узнают, что живут в мире, полном исторических ошибок и стремительно приближающемся к катастрофе, они понимают, что надо действовать. Особенно теперь, когда в их руках оказывается настоящая машина времени под названием Кольцо бесконечности. С его помощью Дак, Сэра и их новый товарищ Рик возвращаются в прошлое на корабль «Санта-Мария» Христофора Колумба, чтобы попытаться исправить первую ошибку истории, а заодно отыскать затерявшихся в лабиринтах прошлого родителей Дака.","Пятиклассник Дак Смит помешан на загадках истории, а его лучшая подруга Сэра Фрост не может прожить и дня без задачек по физике. Поэтому когда однажды они узнают, что живут в мире, полном исторических",1999,https://images.amazon.com/images/P/0064407675.01.LZZZZZZZ.jpg,"The Reptile Room (A Series of Unfortunate Events, Book 2)",0064407675,мятеж во времени джеймс дэшнер
Остров Ним,Венди Орр,"Ним живет на самом красивом острове, какой только можно было найти в бирюзовых водах Тихого океана. Здесь ее дом, ее верные друзья Шелки и Фред. И конечно Джек, отец Ним. Он ученый и время от времени уходит на пару-тройку дней на яхте в океан, поизучать планктон. В такие дни Ним совершенно спокойно остается одна на острове – ведь ей по плечу все обычные островные дела. Настрогать с пальмы кокосов при помощи мачете, разжечь огонь кусочком стекла, полить огород и снять показания метеоприборов. Кроме пальм, хижины и огорода у Ним на острове есть электронная почта для связи с внешним миром и сотовый телефон для связи с отцом. Но однажды Джек не позвонил с яхты. И на другой день тоже. Ним начинают одолевать нехорошие предчувствия, отвлечься от которых ей помогает завязавшаяся переписка со знаменитым писателем, настоящим героем и отважным путешественником Алексом Ровером! И когда беда кажется совсем близкой – на помощь Ним приходят все ее друзья. И неважно, что Фред – шипастая игуана, Шелки – морская львица, а Алекс Ровер нисколечко не искатель приключений и вообще женщина.","Ним живет на самом красивом острове, какой только можно было найти в бирюзовых водах Тихого океана. Здесь ее дом, ее верные друзья Шелки и Фред. И конечно Джек, отец Ним. Он ученый и время от времени ",1999,https://images.amazon.com/images/P/0380702843.01.LZZZZZZZ.jpg,The Return of the Indian (Indian in the Cupboard),0380702843,остров ним венди орр
Джордж и ледяной спутник,Стивен Хокинг,"«Розовый коралл, покачиваясь на волнах, лениво шевелил бахромой, а мимо него пролетал рыбный косяк – миллионы крошечных серебряных рыбок. Словно единое живое существо, косяк устремился вниз, пронзая толщу воды, потом внезапно взмыл к бирюзовой глади над головой Джорджа. Там, между Джорджем и искрящейся на солнце поверхностью океана, плыла гигантская рыбина. Она медленно удалялась, величественная, как линкор, и так же прекрасно вооружённая...»","«Розовый коралл, покачиваясь на волнах, лениво шевелил бахромой, а мимо него пролетал рыбный косяк – миллионы крошечных серебряных рыбок. Словно единое живое существо, косяк устремился вниз, пронзая т",1983,https://images.amazon.com/images/P/0553275569.01.LZZZZZZZ.jpg,The Right Stuff,0553275569,джордж и ледяной спутник стивен хокинг
Кольцо,Даниэла Стил,"Жизнь сулила красавице Ариане фон Готхарл, дочери банкира, череду бесконечных праздников, а вместо этого обернулась чередой нелегких испытаний...","Жизнь сулила красавице Ариане фон Готхарл, дочери банкира, череду бесконечных праздников, а вместо этого обернулась чередой нелегких испытаний...",1983,https://images.amazon.com/images/P/0440173922.01.LZZZZZZZ.jpg,The Ring,0440173922,кольцо даниэла стил
Альфред Барр и интеллектуальные истоки музея современного искусства,Сибил Гордон Кантор,"Альфред Барр (1902– 1981), основатель и первый директор Музея сов-ременного искусства в Нью- Йорке (MoMA), сумел обуздать стихийное бедствие, которым оказалось искусство ХХ века. В этой книге — частич-но интеллектуальной биографии, частично институциональной исто-рии — Сибил Гордон Кантор (1927– 2013) рассказывает историю расцвета современного искусства в Америке и человека, ответственного за его триумф. Основываясь на интервью с современниками Барра, а также на его обширной переписке, Кантор рисует яркие портреты Джери Эб-ботта, Кэтрин Дрейер, Генри- Рассела Хичкока, Филипа Джонсона, Лин-кольна Кирстайна, Агнес Монган, Исраэля Б. Неймана, Пола Сакса. Следуя по траектории карьеры Барра с 1920- х по 1940- е годы, Кантор развеивает положительные и отрицательные мифы, которые окружают самого Барра и его достижения.","Альфред Барр (1902– 1981), основатель и первый директор Музея сов-ременного искусства в Нью- Йорке (MoMA), сумел обуздать стихийное бедствие, которым оказалось искусство ХХ века. В этой книге — частич",1989,https://images.amazon.com/images/P/0394574567.01.LZZZZZZZ.jpg,The Road from Coorain,0394574567,альфред барр и интеллектуальные истоки музея современного искусства сибил гордон кантор
"Правила умной жены. Ты либо права, либо замужем",Эллен Фейн,"Одни женщины днем управляют компаниями, вечером пытаются построить мужа. Другие в одиночку впрягаются в упряжку быта, растеряв всю романтику в отношениях. А третьи искусно балансируют между ролями Хозяйка – Королева – Любовница. И этих женщин мужчины обожают. Откройте для себя «Правила умной жены». Это не просто советы, это план на всю жизнь. Любая может скинуть пять килограммов, но далеко не все способны сохранить этот результат. Многим женщинам удается поймать мужчину, но сколько из них счастливы в браке? Наша задача на сей раз – не поймать мужчину, а удержать его... И будьте готовы: большую часть эмоциональной работы в отношениях придется выполнять вам. Здесь нет равноправия. Доказательства? Эту книжку читаете вы, а не ваш муж.","Одни женщины днем управляют компаниями, вечером пытаются построить мужа. Другие в одиночку впрягаются в упряжку быта, растеряв всю романтику в отношениях. А третьи искусно балансируют между ролями Хоз",1996,https://images.amazon.com/images/P/0446602744.01.LZZZZZZZ.jpg,The Rules(TM) : Time-Tested Secrets for Capturing the Heart of Mr. Right,0446602744,правила умной жены ты либо права либо замужем эллен фейн
Святые сердца,СараДюнан,,,1998,https://images.amazon.com/images/P/0684848406.01.LZZZZZZZ.jpg,The SECRET BOOK OF GRAZIA DEI ROSSI,0684848406,святые сердца сарадюнан
Синьора да Винчи,Робин Максвелл,"Материнская любовь помогла мальчику вырасти и стать гением, изменившим мир. Звали его Леонардо да Винчи. Этот роман рассказывает правдивую историю его настоящей матери","Материнская любовь помогла мальчику вырасти и стать гением, изменившим мир. Звали его Леонардо да Винчи. Этот роман рассказывает правдивую историю его настоящей матери",1998,https://images.amazon.com/images/P/0684849690.01.LZZZZZZZ.jpg,The SECRET DIARY OF ANNE BOLEYN,0684849690,синьора да винчи робин максвелл
Небесная подруга,Джоанн Харрис,"В тот день, когда Элис случайно забрела на старое кладбище и увидела могильный камень с именем Розмари Вирджинии Эшли, она ощутила лишь смутную тревогу. Когда же у нее в доме поселилась юная красавица Джинни, Элис поняла: в ее судьбу вторглось нечто крайне загадочное и чрезвычайно опасное. Среди вещей постоялицы она обнаружила старый дневник человека, который однажды попал под чары некой Розмари; эта роковая связь превратила его жизнь в ад и в конце концов погубила его. И вот теперь, похоже, история сорокалетней давности готова повториться...От автора знаменитого «Шоколада».Впервые на русском языке.","В тот день, когда Элис случайно забрела на старое кладбище и увидела могильный камень с именем Розмари Вирджинии Эшли, она ощутила лишь смутную тревогу. Когда же у нее в доме поселилась юная красавица",2000,https://images.amazon.com/images/P/0061044431.01.LZZZZZZZ.jpg,The Salaryman's Wife (Children of Violence Series),0061044431,небесная подруга джоанн харрис
Дорога из Освенцима,Хезер Моррис,"Силке было всего шестнадцать лет, когда она попала в концентрационный лагерь Освенцим-Биркенау в 1942 году. Красота девушки привлекает внимание старших офицеров лагеря, и Силку насильно отделяют от других женщин-заключенных. Она быстро узнает, что власть, даже нежелательная, равняется выживанию. Война окончена. Лагерь освобожден. Однако Силку обвиняют в шпионаже и в том, что она спала с врагом, и отправляют в Воркутинский лагерь. И здесь Силка ежедневно сталкивается со смертью, террором и насилием. Но ей везет: добрый врач берет девушку под свое крыло и начинает учить ее на медсестру. В стремлении выжить девушка обнаруживает в себе силу воли, о которой и не подозревала. Она начинает неуверенно завязывать дружеские отношения в этой суровой, новой реальности и с удивлением понимает, что, несмотря на все, что с ней произошло, в ее сердце есть место для любви. Впервые на русском языке!","Силке было всего шестнадцать лет, когда она попала в концентрационный лагерь Освенцим-Биркенау в 1942 году. Красота девушки привлекает внимание старших офицеров лагеря, и Силку насильно отделяют от др",1996,https://images.amazon.com/images/P/0312144075.01.LZZZZZZZ.jpg,The Samurai's Garden : A Novel,0312144075,дорога из освенцима хезер моррис
Тайная жизнь пчел : роман,Sue Monk Kidd,"История четырнадцатилетней Лили Оуэнс, потерявшей в детстве мать, - это история об утратах и обретениях, о любви, вере и прощении, история о людях, которым открылся истинный смысл концепций ""выбора того, что важно"".","История четырнадцатилетней Лили Оуэнс, потерявшей в детстве мать, - это история об утратах и обретениях, о любви, вере и прощении, история о людях, которым открылся истинный смысл концепций ""выбора то",2003,https://images.amazon.com/images/P/0142001740.01.LZZZZZZZ.jpg,The Secret Life of Bees,0142001740,тайная жизнь пчел роман sue monk kidd
Нэнси Дрю и тайна старых часов,Кэролайн Кин,"«Нэнси Дрю и тайна старых часов» – это книга о легендарной американской девушке-сыщице Нэнси Дрю. Первое свое дело Нэнси распутывает в маленьком американском городке, где умирает некий небедный господин – мистер Джосайя Кроули. По его завещанию все наследство должно перейти одной обеспеченной семье. Но ситуация меняется, когда в дело включается Нэнси Дрю. Она знает, что есть второе завещание, которое оставил Кроули, его-то ей и предстоит отыскать.Для среднего школьного возраста.","«Нэнси Дрю и тайна старых часов» – это книга о легендарной американской девушке-сыщице Нэнси Дрю. Первое свое дело Нэнси распутывает в маленьком американском городке, где умирает некий небедный господ",1930,https://images.amazon.com/images/P/0448095017.01.LZZZZZZZ.jpg,"The Secret of the Old Clock (Nancy Drew Mystery Stories, No 1)",0448095017,нэнси дрю и тайна старых часов кэролайн кин
Сошествие тьмы,Дин Кунц,"Роковой оказалась одна из темных декабрьских ночей для дочери полицейского Пенни Доусон, когда она была разбужена загадочными звуками в спальне. Леденящий душу страх сковал ее от увиденного. Даже в мыслях Пенни не могла предположить, что придется сразиться в смертельной схватке с посланцами Ада. Всего сутки длится это чудовищное противостояние. Но какие это сутки...","Роковой оказалась одна из темных декабрьских ночей для дочери полицейского Пенни Доусон, когда она была разбужена загадочными звуками в спальне. Леденящий душу страх сковал ее от увиденного. Даже в мы",1996,https://images.amazon.com/images/P/0425121259.01.LZZZZZZZ.jpg,The Servants of Twilight,0425121259,сошествие тьмы дин кунц
Ты – Космос. Как открыть в себе вселенную и почему это важно,Дипак Чопра,"Вы и Вселенная – единое целое. Осознайте это – и измените жизнь к лучшему.Духовный лидер современности Дипак Чопра и физик Минас Кафатос познакомят вас с концепцией новой, Человеческой Вселенной, не имеющей ничего общего с холодной пустотой ""научного"" космоса. Вы сможете получить ответы на важнейшие вопросы мироздания и узнаете, как изменить мир к лучшему.Новая концепция живой и сознательной Вселенной способна ответить на вопросы, перед которыми ученые по-прежнему бессильны:[ul]Что было до Большого взрыва;Почему Вселенная настолько совершенна;Откуда взялось время;Как возникла жизнь;Какая роль во Вселенной отведена человечеству.[/ul]","Вы и Вселенная – единое целое. Осознайте это – и измените жизнь к лучшему.Духовный лидер современности Дипак Чопра и физик Минас Кафатос познакомят вас с концепцией новой, Человеческой Вселенной, не и",1995,https://images.amazon.com/images/P/1878424114.01.LZZZZZZZ.jpg,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams (based on Creating Affluence),1878424114,ты космос как открыть в себе вселенную и почему это важно дипак чопра
Корсары Леванта,Артуро Перес-Реверте,"В XVII веке еще немногие решались усомниться в могуществе Испанской империи на водах Средиземного моря. Но у корсаров Леванта свой закон, и в нем нет места преклонению перед испанской короной. Бросить им вызов может только соперник, равный им по хитрости и отваге. Теперь наемному солдату и благородному авантюристу Диего Алатристе предстоит опасное путешествие из Неаполя к самым отдаленным и опасным форпостам Испании – Марокко, Алжиру и Мальте. Впрочем, он поднимется на борт галеона не только ради того, чтобы освободить Средиземное море для испанской торговли, но и чтобы свести давние счеты со своими врагами.","В XVII веке еще немногие решались усомниться в могуществе Испанской империи на водах Средиземного моря. Но у корсаров Леванта свой закон, и в нем нет места преклонению перед испанской короной. Бросить",1999,https://images.amazon.com/images/P/0156006391.01.LZZZZZZZ.jpg,The Seville Communion,0156006391,корсары леванта артуро пересреверте
Синеты,Мэгги Нельсон,"В течение трех лет медленно проходящей грусти Мэгги Нельсон обращается к заметкам Гёте и Витгенштейна о цвете, перебирает в памяти цитаты из Леонарда Коэна, Джони Митчелл, Маргерит Дюрас и Джона Бёрджера, окружает себя синими предметами и исследует личные воспоминания и сны. Итогом этого пристального изучения искусства, литературы и одиночества становится лирическое, философское, откровенное эссе; 240 утверждений о горе, любви, их ограничениях и — о синем цвете.","В течение трех лет медленно проходящей грусти Мэгги Нельсон обращается к заметкам Гёте и Витгенштейна о цвете, перебирает в памяти цитаты из Леонарда Коэна, Джони Митчелл, Маргерит Дюрас и Джона Бёрдж",2002,https://images.amazon.com/images/P/1852428112.01.LZZZZZZZ.jpg,The Sexual Life of Catherine M.,1852428112,синеты мэгги нельсон
Короли Жути,Николас Имс,"Двадцать лет назад «Сага» гремела на весь обитаемый мир, от Крайнии на западе до Великой Зеленой пучины на востоке. Клэй Пузочес (со щитом Черное Сердце из древесины ходячего дерева), Золотой Гэбриель (с друинским мечом Веленкор, по преданию некогда прорубившим проход между мирами), Матрик Черепобой (с любимыми кинжалами Рокси и Грейси), идеальный убийца Ганелон (к которому в самый нужный момент не пришли на помощь даже соратники, считая, что он заслужил свою кару) и маг Аркандий Муг («великий мастер слова, рьяный борец с черногнилью, рассеянный председатель общества пиротехнических наук Охфордского университета и единственный в мире человек, сохранивший веру в совомедведов после своего восьмого дня рождения») — за подвиги и бесстрашие их прозвали Королями Жути, ведь даже кишащая чудовищами Кромешная Жуть была им нипочем. Но прошли годы, и легендарная банда распалась. И не собралась бы вновь, если бы Роза — дочь Гэбриеля, решившая пойти по стопам отца, — не попала в беду в далекой Кастии, которую осаждает Жуткая орда во главе с Листопадом, одним из последних на свете друинов… Впервые на русском — ярчайший дебют в жанре героической фэнтези за много лет. «Как будто взяли и скрестили Джорджа Мартина с Терри Пратчеттом» (Buzzfeed Books).","Двадцать лет назад «Сага» гремела на весь обитаемый мир, от Крайнии на западе до Великой Зеленой пучины на востоке. Клэй Пузочес (со щитом Черное Сердце из древесины ходячего дерева), Золотой Гэбриель",1993,https://images.amazon.com/images/P/0812513738.01.LZZZZZZZ.jpg,"The Shadow Rising (The Wheel of Time, Book 4)",0812513738,короли жути николас имс
Тень «Полярной звезды»,Филип Пулман,"Вы умеете ездить верхом и без промаха стрелять из пистолета? Разбираетесь в бухгалтерии, бизнесе и военной стратегии? Легко решаете логические задачи? Нет? Не печальтесь. В Англии XIX века таким редким набором знаний обладала только одна девушка... Позвольте представить вам мисс Салли Локхарт!Когда Салли и ее друзья столкнулись с пугающей тайной компании «Полярная звезда», им поневоле пришлось стать детективами и расследовать зловещие убийства и международный заговор.Цикл романов о Салли Локхарт принес писателю не меньшую славу, чем романы «Золотой компас», «Чудесный нож» и «Янтарный телескоп» из знаменитой трилогии «Темные начала».","Вы умеете ездить верхом и без промаха стрелять из пистолета? Разбираетесь в бухгалтерии, бизнесе и военной стратегии? Легко решаете логические задачи? Нет? Не печальтесь. В Англии XIX века таким редки",1989,https://images.amazon.com/images/P/0394825993.01.LZZZZZZZ.jpg,"The Shadow in the North (Sally Lockhart Trilogy, Book 2)",0394825993,тень полярной звезды филип пулман
